"No.","Time","Source","Destination","Protocol","Length","Info"
"2577","131.625177","157.240.23.53","172.20.24.104","TCP","60","443  >  56072 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2578","131.627658","157.240.192.52","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2579","131.627732","172.20.24.104","157.240.192.52","TCP","54","56070  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2580","131.627797","157.240.23.53","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2581","131.627836","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2582","131.628785","172.20.24.104","157.240.192.52","TLSv1.3","118","Change Cipher Spec, Application Data"
"2583","131.628785","172.20.24.104","157.240.23.53","TLSv1.3","118","Change Cipher Spec, Application Data"
"2584","131.629053","172.20.24.104","157.240.192.52","TLSv1.3","134","Application Data"
"2585","131.629054","172.20.24.104","157.240.23.53","TLSv1.3","134","Application Data"
"2586","131.630451","157.240.192.52","172.20.24.104","TCP","60","443  >  56070 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2587","131.630736","157.240.23.53","172.20.24.104","TCP","60","443  >  56072 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2588","131.633106","157.240.23.53","172.20.24.104","TLSv1.3","225","Application Data"
"2589","131.633149","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=803 Ack=384 Win=261632 Len=0"
"2590","131.633950","157.240.192.52","172.20.24.104","TLSv1.3","225","Application Data"
"2591","131.634027","172.20.24.104","157.240.192.52","TCP","54","56070  >  443 [ACK] Seq=803 Ack=384 Win=261632 Len=0"
"2592","131.634912","157.240.23.53","172.20.24.104","TLSv1.3","128","Application Data"
"2593","131.634947","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=803 Ack=458 Win=261632 Len=0"
"2594","131.635132","172.20.24.104","157.240.23.53","TLSv1.3","85","Application Data"
"2595","131.635995","157.240.192.52","172.20.24.104","TLSv1.3","159","Application Data, Application Data"
"2596","131.636021","172.20.24.104","157.240.192.52","TCP","54","56070  >  443 [ACK] Seq=803 Ack=489 Win=261632 Len=0"
"2597","131.636181","172.20.24.104","157.240.192.52","TLSv1.3","85","Application Data"
"2598","131.636581","157.240.23.53","172.20.24.104","TLSv1.3","85","Application Data"
"2599","131.636610","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=834 Ack=489 Win=261632 Len=0"
"2600","131.644169","172.20.24.104","157.240.23.53","TLSv1.3","218","Application Data"
"2601","131.644308","172.20.24.104","157.240.192.52","TLSv1.3","218","Application Data"
"2602","131.644436","163.70.144.60","172.20.24.104","TCP","66","443  >  56071 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2603","131.644436","31.13.79.53","172.20.24.104","TCP","66","443  >  56075 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2604","131.644436","157.240.16.52","172.20.24.104","TCP","66","443  >  56076 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2605","131.644533","172.20.24.104","163.70.144.60","TCP","54","56071  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2606","131.644558","172.20.24.104","31.13.79.53","TCP","54","56075  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2607","131.644571","172.20.24.104","157.240.16.52","TCP","54","56076  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2608","131.645534","157.240.23.53","172.20.24.104","TCP","60","443  >  56072 [ACK] Seq=489 Ack=998 Win=65024 Len=0"
"2609","131.645919","157.240.192.52","172.20.24.104","TCP","60","443  >  56070 [ACK] Seq=489 Ack=998 Win=65024 Len=0"
"2610","131.646229","172.20.24.104","157.240.16.52","TLSv1.3","712","Client Hello (SNI=media-bom1-1.cdn.whatsapp.net)"
"2611","131.646935","172.20.24.104","31.13.79.53","TLSv1.3","712","Client Hello (SNI=media-bom1-2.cdn.whatsapp.net)"
"2612","131.646958","57.144.177.32","172.20.24.104","TCP","66","443  >  56069 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2613","131.646967","172.20.24.104","163.70.144.60","TLSv1.3","712","Client Hello (SNI=media-bom2-2.cdn.whatsapp.net)"
"2614","131.647022","172.20.24.104","57.144.177.32","TCP","54","56069  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2615","131.647681","163.70.143.60","172.20.24.104","TCP","66","443  >  56073 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2616","131.647725","172.20.24.104","163.70.143.60","TCP","54","56073  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2617","131.648514","57.144.125.32","172.20.24.104","TCP","66","443  >  56077 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2618","131.648514","157.240.16.52","172.20.24.104","TCP","60","443  >  56076 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2619","131.648565","172.20.24.104","57.144.125.32","TCP","54","56077  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2620","131.648623","172.20.24.104","57.144.177.32","TLSv1.3","712","Client Hello (SNI=media-bom2-4.cdn.whatsapp.net)"
"2621","131.649303","172.20.24.104","163.70.143.60","TLSv1.3","712","Client Hello (SNI=media-bom2-1.cdn.whatsapp.net)"
"2622","131.649354","31.13.79.53","172.20.24.104","TCP","60","443  >  56075 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2623","131.650016","163.70.144.60","172.20.24.104","TCP","60","443  >  56071 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2624","131.650433","57.144.177.32","172.20.24.104","TCP","60","443  >  56069 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2625","131.651053","157.240.15.60","172.20.24.104","TCP","66","443  >  56074 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1382 SACK_PERM WS=256"
"2626","131.651093","172.20.24.104","157.240.15.60","TCP","54","56074  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"2627","131.651199","172.20.24.104","57.144.125.32","TLSv1.3","712","Client Hello (SNI=media-bom2-3.cdn.whatsapp.net)"
"2628","131.652074","163.70.143.60","172.20.24.104","TCP","60","443  >  56073 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2629","131.652831","172.20.24.104","157.240.15.60","TLSv1.3","699","Client Hello (SNI=mmg.whatsapp.net)"
"2630","131.654691","57.144.125.32","172.20.24.104","TCP","60","443  >  56077 [ACK] Seq=1 Ack=659 Win=65024 Len=0"
"2631","131.654691","157.240.15.60","172.20.24.104","TCP","60","443  >  56074 [ACK] Seq=1 Ack=646 Win=65024 Len=0"
"2632","131.674969","157.240.16.52","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2633","131.675036","172.20.24.104","157.240.16.52","TCP","54","56076  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2634","131.676011","172.20.24.104","157.240.16.52","TLSv1.3","118","Change Cipher Spec, Application Data"
"2635","131.676255","172.20.24.104","157.240.16.52","TLSv1.3","134","Application Data"
"2636","131.678612","172.20.24.104","157.240.16.52","TLSv1.3","215","Application Data"
"2637","131.678868","163.70.144.60","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2638","131.678868","31.13.79.53","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2639","131.678868","157.240.16.52","172.20.24.104","TCP","60","443  >  56076 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2640","131.678940","172.20.24.104","163.70.144.60","TCP","54","56071  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2641","131.678967","172.20.24.104","31.13.79.53","TCP","54","56075  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2642","131.679776","172.20.24.104","31.13.79.53","TLSv1.3","118","Change Cipher Spec, Application Data"
"2643","131.679790","172.20.24.104","163.70.144.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"2644","131.679909","172.20.24.104","31.13.79.53","TLSv1.3","134","Application Data"
"2645","131.679942","172.20.24.104","163.70.144.60","TLSv1.3","134","Application Data"
"2646","131.681537","31.13.79.53","172.20.24.104","TCP","60","443  >  56075 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2647","131.681913","163.70.144.60","172.20.24.104","TCP","60","443  >  56071 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2648","131.681913","157.240.23.53","172.20.24.104","TLSv1.3","89","Application Data"
"2649","131.681969","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=998 Ack=524 Win=261376 Len=0"
"2650","131.682230","172.20.24.104","163.70.144.60","TLSv1.3","215","Application Data"
"2651","131.682240","57.144.177.32","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2652","131.682240","163.70.143.60","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2653","131.682279","172.20.24.104","31.13.79.53","TLSv1.3","215","Application Data"
"2654","131.682302","172.20.24.104","57.144.177.32","TCP","54","56069  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2655","131.682329","172.20.24.104","163.70.143.60","TCP","54","56073  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2656","131.683073","172.20.24.104","57.144.177.32","TLSv1.3","118","Change Cipher Spec, Application Data"
"2657","131.683150","172.20.24.104","163.70.143.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"2658","131.683202","172.20.24.104","57.144.177.32","TLSv1.3","134","Application Data"
"2659","131.683249","172.20.24.104","163.70.143.60","TLSv1.3","134","Application Data"
"2660","131.683435","157.240.23.53","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2661","131.683482","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=998 Ack=660 Win=261376 Len=0"
"2662","131.684344","57.144.125.32","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2663","131.684344","157.240.192.52","172.20.24.104","TLSv1.3","89","Application Data"
"2664","131.684413","172.20.24.104","57.144.125.32","TCP","54","56077  >  443 [ACK] Seq=659 Ack=213 Win=261888 Len=0"
"2665","131.684444","172.20.24.104","157.240.192.52","TCP","54","56070  >  443 [ACK] Seq=998 Ack=524 Win=261376 Len=0"
"2666","131.685153","163.70.143.60","172.20.24.104","TCP","60","443  >  56073 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2667","131.685288","172.20.24.104","57.144.125.32","TLSv1.3","118","Change Cipher Spec, Application Data"
"2668","131.685470","172.20.24.104","57.144.125.32","TLSv1.3","134","Application Data"
"2669","131.685540","57.144.177.32","172.20.24.104","TCP","60","443  >  56069 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2670","131.685743","172.20.24.104","163.70.143.60","TLSv1.3","215","Application Data"
"2671","131.686252","157.240.192.52","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2672","131.686284","172.20.24.104","157.240.192.52","TCP","54","56070  >  443 [ACK] Seq=998 Ack=660 Win=261376 Len=0"
"2673","131.686828","172.20.24.104","57.144.177.32","TLSv1.3","215","Application Data"
"2674","131.687213","57.144.125.32","172.20.24.104","TCP","60","443  >  56077 [ACK] Seq=213 Ack=803 Win=65024 Len=0"
"2675","131.687864","172.20.24.104","57.144.125.32","TLSv1.3","215","Application Data"
"2676","131.703973","157.240.16.52","172.20.24.104","TLSv1.3","225","Application Data"
"2677","131.704031","172.20.24.104","157.240.16.52","TCP","54","56076  >  443 [ACK] Seq=964 Ack=384 Win=261632 Len=0"
"2678","131.705660","157.240.16.52","172.20.24.104","TLSv1.3","128","Application Data"
"2679","131.705692","172.20.24.104","157.240.16.52","TCP","54","56076  >  443 [ACK] Seq=964 Ack=458 Win=261632 Len=0"
"2680","131.705799","172.20.24.104","157.240.16.52","TLSv1.3","85","Application Data"
"2681","131.707412","31.13.79.53","172.20.24.104","TLSv1.3","225","Application Data"
"2682","131.707433","172.20.24.104","31.13.79.53","TCP","54","56075  >  443 [ACK] Seq=964 Ack=384 Win=261632 Len=0"
"2683","131.708253","163.70.144.60","172.20.24.104","TLSv1.3","225","Application Data"
"2684","131.708308","172.20.24.104","163.70.144.60","TCP","54","56071  >  443 [ACK] Seq=964 Ack=384 Win=261632 Len=0"
"2685","131.708647","31.13.79.53","172.20.24.104","TLSv1.3","128","Application Data"
"2686","131.708688","172.20.24.104","31.13.79.53","TCP","54","56075  >  443 [ACK] Seq=964 Ack=458 Win=261632 Len=0"
"2687","131.708789","172.20.24.104","31.13.79.53","TLSv1.3","85","Application Data"
"2688","131.717061","163.70.144.60","172.20.24.104","TLSv1.3","159","Application Data, Application Data"
"2689","131.717061","157.240.15.60","172.20.24.104","TLSv1.3","266","Server Hello, Change Cipher Spec, Application Data"
"2690","131.717061","163.70.143.60","172.20.24.104","TLSv1.3","225","Application Data"
"2691","131.717061","57.144.177.32","172.20.24.104","TLSv1.3","225","Application Data"
"2692","131.717251","172.20.24.104","163.70.144.60","TCP","54","56071  >  443 [ACK] Seq=964 Ack=489 Win=261632 Len=0"
"2693","131.717277","172.20.24.104","163.70.144.60","TLSv1.3","85","Application Data"
"2694","131.717332","172.20.24.104","157.240.15.60","TCP","54","56074  >  443 [ACK] Seq=646 Ack=213 Win=261888 Len=0"
"2695","131.717353","172.20.24.104","163.70.143.60","TCP","54","56073  >  443 [ACK] Seq=964 Ack=384 Win=261632 Len=0"
"2696","131.717372","172.20.24.104","57.144.177.32","TCP","54","56069  >  443 [ACK] Seq=964 Ack=384 Win=261632 Len=0"
"2697","131.717434","57.144.125.32","172.20.24.104","TLSv1.3","225","Application Data"
"2698","131.717471","172.20.24.104","57.144.125.32","TCP","54","56077  >  443 [ACK] Seq=964 Ack=384 Win=261632 Len=0"
"2699","131.718026","172.20.24.104","157.240.15.60","TLSv1.3","118","Change Cipher Spec, Application Data"
"2700","131.718204","172.20.24.104","157.240.15.60","TLSv1.3","134","Application Data"
"2701","131.719022","163.70.143.60","172.20.24.104","TLSv1.3","128","Application Data"
"2702","131.719088","172.20.24.104","163.70.143.60","TCP","54","56073  >  443 [ACK] Seq=964 Ack=458 Win=261632 Len=0"
"2703","131.719181","172.20.24.104","163.70.143.60","TLSv1.3","85","Application Data"
"2704","131.719444","57.144.177.32","172.20.24.104","TLSv1.3","128","Application Data"
"2705","131.719444","57.144.125.32","172.20.24.104","TLSv1.3","159","Application Data, Application Data"
"2706","131.719495","172.20.24.104","57.144.177.32","TCP","54","56069  >  443 [ACK] Seq=964 Ack=458 Win=261632 Len=0"
"2707","131.719517","172.20.24.104","57.144.125.32","TCP","54","56077  >  443 [ACK] Seq=964 Ack=489 Win=261632 Len=0"
"2708","131.719557","172.20.24.104","57.144.125.32","TLSv1.3","85","Application Data"
"2709","131.719607","172.20.24.104","57.144.177.32","TLSv1.3","85","Application Data"
"2710","131.720160","157.240.15.60","172.20.24.104","TCP","60","443  >  56074 [ACK] Seq=213 Ack=710 Win=65024 Len=0"
"2711","131.720160","157.240.15.60","172.20.24.104","TCP","60","443  >  56074 [ACK] Seq=213 Ack=790 Win=65024 Len=0"
"2712","131.724906","172.20.24.104","157.240.15.60","TLSv1.3","206","Application Data"
"2713","131.726680","157.240.15.60","172.20.24.104","TCP","60","443  >  56074 [ACK] Seq=213 Ack=942 Win=65024 Len=0"
"2714","131.730089","157.240.16.52","172.20.24.104","TLSv1.3","98","Application Data"
"2715","131.730141","172.20.24.104","157.240.16.52","TCP","54","56076  >  443 [ACK] Seq=995 Ack=502 Win=261632 Len=0"
"2716","131.731529","157.240.16.52","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2717","131.731562","172.20.24.104","157.240.16.52","TCP","54","56076  >  443 [ACK] Seq=995 Ack=638 Win=261376 Len=0"
"2718","131.733423","31.13.79.53","172.20.24.104","TLSv1.3","98","Application Data"
"2719","131.733469","172.20.24.104","31.13.79.53","TCP","54","56075  >  443 [ACK] Seq=995 Ack=502 Win=261632 Len=0"
"2720","131.734131","163.70.144.60","172.20.24.104","TLSv1.3","89","Application Data"
"2721","131.734158","172.20.24.104","163.70.144.60","TCP","54","56071  >  443 [ACK] Seq=995 Ack=524 Win=261376 Len=0"
"2722","131.736541","31.13.79.53","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2723","131.736541","163.70.144.60","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2724","131.736641","172.20.24.104","31.13.79.53","TCP","54","56075  >  443 [ACK] Seq=995 Ack=638 Win=261376 Len=0"
"2725","131.736685","172.20.24.104","163.70.144.60","TCP","54","56071  >  443 [ACK] Seq=995 Ack=660 Win=261376 Len=0"
"2726","131.744536","163.70.143.60","172.20.24.104","TLSv1.3","98","Application Data"
"2727","131.744590","172.20.24.104","163.70.143.60","TCP","54","56073  >  443 [ACK] Seq=995 Ack=502 Win=261632 Len=0"
"2728","131.745307","57.144.177.32","172.20.24.104","TLSv1.3","98","Application Data"
"2729","131.745337","172.20.24.104","57.144.177.32","TCP","54","56069  >  443 [ACK] Seq=995 Ack=502 Win=261632 Len=0"
"2730","131.746209","163.70.143.60","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2731","131.746232","172.20.24.104","163.70.143.60","TCP","54","56073  >  443 [ACK] Seq=995 Ack=638 Win=261376 Len=0"
"2732","131.747174","57.144.177.32","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2733","131.747203","172.20.24.104","57.144.177.32","TCP","54","56069  >  443 [ACK] Seq=995 Ack=638 Win=261376 Len=0"
"2734","131.747468","57.144.125.32","172.20.24.104","TLSv1.3","89","Application Data"
"2735","131.747495","172.20.24.104","57.144.125.32","TCP","54","56077  >  443 [ACK] Seq=995 Ack=524 Win=261376 Len=0"
"2736","131.749151","57.144.125.32","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2737","131.749199","172.20.24.104","57.144.125.32","TCP","54","56077  >  443 [ACK] Seq=995 Ack=660 Win=261376 Len=0"
"2738","131.753452","157.240.15.60","172.20.24.104","TLSv1.3","225","Application Data"
"2739","131.753506","172.20.24.104","157.240.15.60","TCP","54","56074  >  443 [ACK] Seq=942 Ack=384 Win=261632 Len=0"
"2740","131.754845","157.240.15.60","172.20.24.104","TLSv1.3","128","Application Data"
"2741","131.754880","172.20.24.104","157.240.15.60","TCP","54","56074  >  443 [ACK] Seq=942 Ack=458 Win=261632 Len=0"
"2742","131.754970","172.20.24.104","157.240.15.60","TLSv1.3","85","Application Data"
"2743","131.787007","157.240.15.60","172.20.24.104","TLSv1.3","98","Application Data"
"2744","131.787062","172.20.24.104","157.240.15.60","TCP","54","56074  >  443 [ACK] Seq=973 Ack=502 Win=261632 Len=0"
"2745","131.788383","157.240.15.60","172.20.24.104","TLSv1.3","190","Application Data, Application Data"
"2746","131.788457","172.20.24.104","157.240.15.60","TCP","54","56074  >  443 [ACK] Seq=973 Ack=638 Win=261376 Len=0"
"2747","131.792917","172.20.24.104","157.240.23.53","TLSv1.3","237","Application Data"
"2748","131.796673","157.240.23.53","172.20.24.104","TLSv1.3","89","Application Data"
"2749","131.796740","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=1181 Ack=695 Win=261376 Len=0"
"2750","131.797954","157.240.23.53","172.20.24.104","TLSv1.3","1436","Application Data"
"2751","131.797995","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=1181 Ack=2077 Win=262144 Len=0"
"2752","131.798299","157.240.23.53","172.20.24.104","TCP","1436","443  >  56072 [ACK] Seq=2077 Ack=1181 Win=65024 Len=1382 [TCP PDU reassembled in 2753]"
"2753","131.798299","157.240.23.53","172.20.24.104","TLSv1.3","579","Application Data, Application Data"
"2754","131.798343","172.20.24.104","157.240.23.53","TCP","54","56072  >  443 [ACK] Seq=1181 Ack=3984 Win=262144 Len=0"
"2755","131.842195","172.20.24.104","142.250.182.110","TCP","55","[TCP Keep-Alive] 55740  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
